threshold,sigma,seed,terms,n_terms,coef,coef_rel_error,kept_true_term,right_term_set,recovered
0.01,5e-07,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.329264380712294,0.0030517144657795092,True,False,False
0.01,5e-07,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3284145601410142,0.0036890798942392777,True,False,False
0.01,1e-06,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1259700722783512,0.15552244579123653,True,False,False
0.01,1e-06,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1291366756335737,0.1531474932748197,True,False,False
0.01,1e-06,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1287560016876692,0.15343299873424804,True,False,False
0.01,1e-06,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.130485234432659,0.15213607417550568,True,False,False
0.01,1e-06,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.1277192283838717,0.15421057871209615,True,False,False
0.01,1e-05,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.051756482799224006,0.9611826379005819,True,False,False
0.01,1e-05,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.052191461658000426,0.9608564037564997,True,False,False
0.01,1e-05,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.052466017386811795,0.9606504869598911,True,False,False
0.01,1e-05,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.05284130908983675,0.9603690181826224,True,False,False
0.01,1e-05,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.05198091095982304,0.9610143167801327,True,False,False
0.01,0.0001,0,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x|(u_x)^2,8,0.0,1.0,False,False,False
0.01,0.0001,1,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x|(u_x)^2,8,0.0,1.0,False,False,False
0.01,0.0001,2,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x|(u_x)^2,8,0.0,1.0,False,False,False
0.01,0.0001,3,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x|(u_x)^2,8,0.0,1.0,False,False,False
0.01,0.0001,4,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x|(u_x)^2,8,0.0,1.0,False,False,False
0.01,0.001,0,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.01,0.001,1,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.01,0.001,2,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.01,0.001,3,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.01,0.001,4,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x|(u_x)^2,9,0.0,1.0,False,False,False
0.01,0.01,0,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.01,0.01,1,1|u|u^2|u^3|u_xxx|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.01,0.01,2,1|u|u^2|u^3|u_x|u_xxx|u*u_x|u^2*u_x,8,0.0,1.0,False,False,False
0.01,0.01,3,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.01,0.01,4,1|u|u^2|u^3|u*u_x|u^2*u_x,6,0.0,1.0,False,False,False
0.1,0.0,0,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.1,0.0,1,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.1,0.0,2,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.1,0.0,3,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.1,0.0,4,u_xx,1,1.3333381632866106,3.622464957997451e-06,True,True,True
0.1,1e-09,0,u_xx,1,1.333338135543467,3.6016576003272682e-06,True,True,True
0.1,1e-09,1,u_xx,1,1.333338191086119,3.6433145893521868e-06,True,True,True
0.1,1e-09,2,u_xx,1,1.3333381422935917,3.606720193838342e-06,True,True,True
0.1,1e-09,3,u_xx,1,1.333338140053904,3.6050404280119075e-06,True,True,True
0.1,1e-09,4,u_xx,1,1.333338170109363,3.6275820222697597e-06,True,True,True
0.1,2e-09,0,u_xx,1,1.3333380797376302,3.559803222696889e-06,True,True,True
0.1,2e-09,1,u_xx,1,1.333338190838657,3.6431289928140487e-06,True,True,True
0.1,2e-09,2,u_xx,1,1.3333380934263717,3.570069778802143e-06,True,True,True
0.1,2e-09,3,u_xx,1,1.3333380890067894,3.566755092110352e-06,True,True,True
0.1,2e-09,4,u_xx,1,1.3333381490547547,3.6117910660604657e-06,True,True,True
0.1,5e-09,0,u_xx,1,1.3333377439441176,3.307958088283325e-06,True,True,True
0.1,5e-09,1,u_xx,1,1.3333380218144295,3.5163608221866482e-06,True,True,True
0.1,5e-09,2,u_xx,1,1.3333377795795183,3.3346846387560802e-06,True,True,True
0.1,5e-09,3,u_xx,1,1.3333377689790868,3.3267343151899276e-06,True,True,True
0.1,5e-09,4,u_xx,1,1.3333379186267056,3.438970029245869e-06,True,True,True
0.1,1e-08,0,u_xx,1,1.3333366230359867,2.4672769900480063e-06,True,True,True
0.1,1e-08,1,u_xx,1,1.3333371791684137,2.884376310297032e-06,True,True,True
0.1,1e-08,2,u_xx,1,1.3333366990185014,2.5242638760913927e-06,True,True,True
0.1,1e-08,3,u_xx,1,1.3333366793127637,2.5094845728101944e-06,True,True,True
0.1,1e-08,4,u_xx,1,1.3333369770333374,2.732775003122523e-06,True,True,True
0.1,2e-08,0,u_xx,1,1.3333322765396105,7.925952920651014e-07,True,True,True
0.1,2e-08,1,u_xx,1,1.3333333903664424,4.277483184322861e-08,True,True,True
0.1,2e-08,2,u_xx,1,1.3333324473506618,6.644870035876771e-07,True,True,True
0.1,2e-08,3,u_xx,1,1.3333324139197942,6.895601543099872e-07,True,True,True
0.1,2e-08,4,u_xx,1,1.3333330030595474,2.477053394067674e-07,True,True,True
0.1,5e-08,0,u_xx,1,1.3333024003107656,2.31997669257189e-05,True,True,True
0.1,5e-08,1,u_xx,1,1.3333051964869227,2.1102634807923515e-05,True,True,True
0.1,5e-08,2,u_xx,1,1.3333029686612319,2.2773504076034623e-05,True,True,True
0.1,5e-08,3,u_xx,1,1.333302929939681,2.2802545239175576e-05,True,True,True
0.1,5e-08,4,u_xx,1,1.3333043554752155,2.1733393588296845e-05,True,True,True
0.1,1e-07,0,u_xx,1,1.3331964938531966,0.00010262961010248928,True,True,True
0.1,1e-07,1,u_xx,1,1.3332021241919896,9.840685600776e-05,True,True,True
0.1,1e-07,2,u_xx,1,1.3331981014106733,0.0001014239419949714,True,True,True
0.1,1e-07,3,u_xx,1,1.3331981734707845,0.00010136989691156284,True,True,True
0.1,1e-07,4,u_xx,1,1.3332008664973534,9.935012698492063e-05,True,True,True
0.1,2e-07,0,u|u_xx|u*u_xx,3,1.3430109694212453,0.007258227065934042,True,False,False
0.1,2e-07,1,u|u_xx|u*u_xx,3,1.3430749926720065,0.007306244504004911,True,False,False
0.1,2e-07,2,u|u_xx|u*u_xx,3,1.3429756716079408,0.00723175370595569,True,False,False
0.1,2e-07,3,u|u_xx|u*u_xx,3,1.3429661417806127,0.007224606335459571,True,False,False
0.1,2e-07,4,u|u_xx|u*u_xx,3,1.3429900593348585,0.0072425445011439216,True,False,False
0.1,5e-07,0,u|u_xx|u*u_xx,3,1.3579584346006741,0.01846882595050564,True,False,False
0.1,5e-07,1,u|u_xx|u*u_xx,3,1.3580599010767325,0.018544925807549406,True,False,False
0.1,5e-07,2,u|u_xx|u*u_xx,3,1.3579296176749722,0.018447213256229222,True,False,False
0.1,5e-07,3,u|u_xx|u*u_xx,3,1.3579894034289481,0.01849205257171116,True,False,False
0.1,5e-07,4,u|u_xx|u*u_xx,3,1.357922067960185,0.018441550970138887,True,False,False
0.1,1e-06,0,u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,8,1.1623161637028536,0.12826287722285973,True,False,False
0.1,1e-06,1,u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,8,1.1643610220954839,0.12672923342838704,True,False,False
0.1,1e-06,2,u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,8,1.1638670923964454,0.12709968070266592,True,False,False
0.1,1e-06,3,u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,8,1.1649744524326116,0.12626916067554128,True,False,False
0.1,1e-06,4,u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x,8,1.1634889028531823,0.12738332286011322,True,False,False
0.1,1e-05,0,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,1e-05,1,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,1e-05,2,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,1e-05,3,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,1e-05,4,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,0.0001,0,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,0.0001,1,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,0.0001,2,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,0.0001,3,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,0.0001,4,1|u|u^2|u^3|u_x|u*u_x|u^2*u_x,7,0.0,1.0,False,False,False
0.1,0.001,0,1|u|u^2|u_x|u*u_x|u^2*u_x,6,0.0,1.0,False,False,False
0.1,0.001,1,1|u|u^2|u_x|u*u_x|u^2*u_x,6,0.0,1.0,False,False,False
0.1,0.001,2,1|u|u^2|u_x|u*u_x|u^2*u_x,6,0.0,1.0,False,False,False
0.1,0.001,3,1|u|u^2|u_x|u*u_x|u^2*u_x,6,0.0,1.0,False,False,False
0.1,0.001,4,1|u|u^2|u_x|u*u_x|u^2*u_x,6,0.0,1.0,False,False,False
0.1,0.01,0,1|u|u^2|u^3,4,0.0,1.0,False,False,False
0.1,0.01,1,1|u|u^2|u^3,4,0.0,1.0,False,False,False
0.1,0.01,2,1|u|u^2|u^3,4,0.0,1.0,False,False,False
0.1,0.01,3,1|u|u^2|u^3,4,0.0,1.0,False,False,False
0.1,0.01,4,1|u|u^2|u^3,4,0.0,1.0,False,False,False
